date,auteur_com,source,commentaire,poste,date_post,auteur
25-11-2023,Odo Nagnonny,OLBCI,"Rien n'est impossible en banque, c'est le gestionnaire qui peut te faciliter ou rendre difficile tes requêtes",prz plan de retraite zenith ou arnaque sgci allianz_ci a la signature du contrat la gestionnaire sans bien explique a presenter le produit comme une epargne qui sera reversee au soir de la retraite signez et je vous remets le document la prochaine prochaine deux jours apres la gestionnaire est mutee la nouvelle gestionnaire semble ne pas sinteressee apres plus de 2 ans de cotisation lon mexplique que sur les 10000frs que lon me prelevait ce qui me revient est 8100frs ok pas de probleme je resilie le contrat reversez moi ce qui doit me revenir lon me dit encore que comme jai pas fait 10 ans de cotisation au moins une penalite de 5 sera appliquee sur ce qui me revient definitivement la encore je dis ok depuis pres de un mois et malgre mes relances vous ne mavez pas encore reverse ce qui doit me revenir allianz_ci vous voulez quoi finalement evitons de nous retrouver dans des situations deplorables,08-08-2025,"Gnamba Corneil QM
recherche
Giffarine เพื่อสุขภาพ
avec
Mohamed Berté
et
Yao Silvère
."
25-11-2023,Agoussi Mobio,OLBCI,"PRZ est une épargne de contrainte. C'est ce qui pousse à la résiliation plusieurs clients. Un client qui a un souci financier et qui va vers son partenaire financier. Leur première préoccupation c'est de vous contraindre à de nombreuses souscriptions dont ils sont convaincus que vous ne pourriez refuser puisque vous êtes coincés. De tels rapports poussent à decider mais avec rancœur. En définitive, à la résiliation, vous perdez une grande partie de cette épargne de contrainte.",prz plan de retraite zenith ou arnaque sgci allianz_ci a la signature du contrat la gestionnaire sans bien explique a presenter le produit comme une epargne qui sera reversee au soir de la retraite signez et je vous remets le document la prochaine prochaine deux jours apres la gestionnaire est mutee la nouvelle gestionnaire semble ne pas sinteressee apres plus de 2 ans de cotisation lon mexplique que sur les 10000frs que lon me prelevait ce qui me revient est 8100frs ok pas de probleme je resilie le contrat reversez moi ce qui doit me revenir lon me dit encore que comme jai pas fait 10 ans de cotisation au moins une penalite de 5 sera appliquee sur ce qui me revient definitivement la encore je dis ok depuis pres de un mois et malgre mes relances vous ne mavez pas encore reverse ce qui doit me revenir allianz_ci vous voulez quoi finalement evitons de nous retrouver dans des situations deplorables,08-08-2025,"Gnamba Corneil QM
recherche
Giffarine เพื่อสุขภาพ
avec
Mohamed Berté
et
Yao Silvère
."
25-11-2023,Diomandé Sinzé,OLBCI,Le problème c'est sûrement ta gestionnaire. J'ai résilié le mien. Ma gestionnaire ma dit 45 jours maximum. Et en moins de deux semaines c'était fait. J'ai été moi même surpris.,prz plan de retraite zenith ou arnaque sgci allianz_ci a la signature du contrat la gestionnaire sans bien explique a presenter le produit comme une epargne qui sera reversee au soir de la retraite signez et je vous remets le document la prochaine prochaine deux jours apres la gestionnaire est mutee la nouvelle gestionnaire semble ne pas sinteressee apres plus de 2 ans de cotisation lon mexplique que sur les 10000frs que lon me prelevait ce qui me revient est 8100frs ok pas de probleme je resilie le contrat reversez moi ce qui doit me revenir lon me dit encore que comme jai pas fait 10 ans de cotisation au moins une penalite de 5 sera appliquee sur ce qui me revient definitivement la encore je dis ok depuis pres de un mois et malgre mes relances vous ne mavez pas encore reverse ce qui doit me revenir allianz_ci vous voulez quoi finalement evitons de nous retrouver dans des situations deplorables,08-08-2025,"Gnamba Corneil QM
recherche
Giffarine เพื่อสุขภาพ
avec
Mohamed Berté
et
Yao Silvère
."
25-11-2023,SaintJoo LeChic,OLBCI,"Le PRZ lorsque tu le signes, il faut faire au moins 120 mois ( 10 ans) avant de le résilier. Il faut prendre le temps de lire ton contrat et garder la souche ... C'est une bonne assurance lorsque tu vas au moins à 10 ans et même plus.",prz plan de retraite zenith ou arnaque sgci allianz_ci a la signature du contrat la gestionnaire sans bien explique a presenter le produit comme une epargne qui sera reversee au soir de la retraite signez et je vous remets le document la prochaine prochaine deux jours apres la gestionnaire est mutee la nouvelle gestionnaire semble ne pas sinteressee apres plus de 2 ans de cotisation lon mexplique que sur les 10000frs que lon me prelevait ce qui me revient est 8100frs ok pas de probleme je resilie le contrat reversez moi ce qui doit me revenir lon me dit encore que comme jai pas fait 10 ans de cotisation au moins une penalite de 5 sera appliquee sur ce qui me revient definitivement la encore je dis ok depuis pres de un mois et malgre mes relances vous ne mavez pas encore reverse ce qui doit me revenir allianz_ci vous voulez quoi finalement evitons de nous retrouver dans des situations deplorables,08-08-2025,"Gnamba Corneil QM
recherche
Giffarine เพื่อสุขภาพ
avec
Mohamed Berté
et
Yao Silvère
."
25-11-2023,Adrien Boh,OLBCI,Les gens ne sont pas sérieux.,prz plan de retraite zenith ou arnaque sgci allianz_ci a la signature du contrat la gestionnaire sans bien explique a presenter le produit comme une epargne qui sera reversee au soir de la retraite signez et je vous remets le document la prochaine prochaine deux jours apres la gestionnaire est mutee la nouvelle gestionnaire semble ne pas sinteressee apres plus de 2 ans de cotisation lon mexplique que sur les 10000frs que lon me prelevait ce qui me revient est 8100frs ok pas de probleme je resilie le contrat reversez moi ce qui doit me revenir lon me dit encore que comme jai pas fait 10 ans de cotisation au moins une penalite de 5 sera appliquee sur ce qui me revient definitivement la encore je dis ok depuis pres de un mois et malgre mes relances vous ne mavez pas encore reverse ce qui doit me revenir allianz_ci vous voulez quoi finalement evitons de nous retrouver dans des situations deplorables,08-08-2025,"Gnamba Corneil QM
recherche
Giffarine เพื่อสุขภาพ
avec
Mohamed Berté
et
Yao Silvère
."
25-11-2023,Lanciné Nahoua Koné,OLBCI,Moi j'ai été obligé de souscrire à cette assurance également. Je suis déjà inquièt,prz plan de retraite zenith ou arnaque sgci allianz_ci a la signature du contrat la gestionnaire sans bien explique a presenter le produit comme une epargne qui sera reversee au soir de la retraite signez et je vous remets le document la prochaine prochaine deux jours apres la gestionnaire est mutee la nouvelle gestionnaire semble ne pas sinteressee apres plus de 2 ans de cotisation lon mexplique que sur les 10000frs que lon me prelevait ce qui me revient est 8100frs ok pas de probleme je resilie le contrat reversez moi ce qui doit me revenir lon me dit encore que comme jai pas fait 10 ans de cotisation au moins une penalite de 5 sera appliquee sur ce qui me revient definitivement la encore je dis ok depuis pres de un mois et malgre mes relances vous ne mavez pas encore reverse ce qui doit me revenir allianz_ci vous voulez quoi finalement evitons de nous retrouver dans des situations deplorables,08-08-2025,"Gnamba Corneil QM
recherche
Giffarine เพื่อสุขภาพ
avec
Mohamed Berté
et
Yao Silvère
."
25-11-2023,Niangoran Syntyche EpouseLoba,OLBCI,Ouhhh seigneur donc mon gestionnaire aussi est dedans parce moi sa fait la deuxième fois que j'ai signé les papiers pour la résiliation et toujours rien depuis le mois de février. Qu'est-ce que je dois faire,prz plan de retraite zenith ou arnaque sgci allianz_ci a la signature du contrat la gestionnaire sans bien explique a presenter le produit comme une epargne qui sera reversee au soir de la retraite signez et je vous remets le document la prochaine prochaine deux jours apres la gestionnaire est mutee la nouvelle gestionnaire semble ne pas sinteressee apres plus de 2 ans de cotisation lon mexplique que sur les 10000frs que lon me prelevait ce qui me revient est 8100frs ok pas de probleme je resilie le contrat reversez moi ce qui doit me revenir lon me dit encore que comme jai pas fait 10 ans de cotisation au moins une penalite de 5 sera appliquee sur ce qui me revient definitivement la encore je dis ok depuis pres de un mois et malgre mes relances vous ne mavez pas encore reverse ce qui doit me revenir allianz_ci vous voulez quoi finalement evitons de nous retrouver dans des situations deplorables,08-08-2025,"Gnamba Corneil QM
recherche
Giffarine เพื่อสุขภาพ
avec
Mohamed Berté
et
Yao Silvère
."
25-11-2023,Albéina Dix,OLBCI,Mon frère je suis un client de la générale . Allianz ci n'a rien avoir avec ça. Rends toi à Allianz plateau derrière la pharmacie Longchamp tu seras satisfait.,prz plan de retraite zenith ou arnaque sgci allianz_ci a la signature du contrat la gestionnaire sans bien explique a presenter le produit comme une epargne qui sera reversee au soir de la retraite signez et je vous remets le document la prochaine prochaine deux jours apres la gestionnaire est mutee la nouvelle gestionnaire semble ne pas sinteressee apres plus de 2 ans de cotisation lon mexplique que sur les 10000frs que lon me prelevait ce qui me revient est 8100frs ok pas de probleme je resilie le contrat reversez moi ce qui doit me revenir lon me dit encore que comme jai pas fait 10 ans de cotisation au moins une penalite de 5 sera appliquee sur ce qui me revient definitivement la encore je dis ok depuis pres de un mois et malgre mes relances vous ne mavez pas encore reverse ce qui doit me revenir allianz_ci vous voulez quoi finalement evitons de nous retrouver dans des situations deplorables,08-08-2025,"Gnamba Corneil QM
recherche
Giffarine เพื่อสุขภาพ
avec
Mohamed Berté
et
Yao Silvère
."
25-11-2023,Souleymane Cherif Aidara,OLBCI,Et on nous exige de signer forcément à ce produit alors je cotise déjà pour la pour ma retraite étant fonctionnaire...,prz plan de retraite zenith ou arnaque sgci allianz_ci a la signature du contrat la gestionnaire sans bien explique a presenter le produit comme une epargne qui sera reversee au soir de la retraite signez et je vous remets le document la prochaine prochaine deux jours apres la gestionnaire est mutee la nouvelle gestionnaire semble ne pas sinteressee apres plus de 2 ans de cotisation lon mexplique que sur les 10000frs que lon me prelevait ce qui me revient est 8100frs ok pas de probleme je resilie le contrat reversez moi ce qui doit me revenir lon me dit encore que comme jai pas fait 10 ans de cotisation au moins une penalite de 5 sera appliquee sur ce qui me revient definitivement la encore je dis ok depuis pres de un mois et malgre mes relances vous ne mavez pas encore reverse ce qui doit me revenir allianz_ci vous voulez quoi finalement evitons de nous retrouver dans des situations deplorables,08-08-2025,"Gnamba Corneil QM
recherche
Giffarine เพื่อสุขภาพ
avec
Mohamed Berté
et
Yao Silvère
."
25-11-2023,Zokou Bi Goree,OLBCI,C'est un produit banque assurance alors c'est deux structures financières( SGCI et ALLIANZ) qui sont chargés de gérer le produit alors le traitement sera lent,prz plan de retraite zenith ou arnaque sgci allianz_ci a la signature du contrat la gestionnaire sans bien explique a presenter le produit comme une epargne qui sera reversee au soir de la retraite signez et je vous remets le document la prochaine prochaine deux jours apres la gestionnaire est mutee la nouvelle gestionnaire semble ne pas sinteressee apres plus de 2 ans de cotisation lon mexplique que sur les 10000frs que lon me prelevait ce qui me revient est 8100frs ok pas de probleme je resilie le contrat reversez moi ce qui doit me revenir lon me dit encore que comme jai pas fait 10 ans de cotisation au moins une penalite de 5 sera appliquee sur ce qui me revient definitivement la encore je dis ok depuis pres de un mois et malgre mes relances vous ne mavez pas encore reverse ce qui doit me revenir allianz_ci vous voulez quoi finalement evitons de nous retrouver dans des situations deplorables,08-08-2025,"Gnamba Corneil QM
recherche
Giffarine เพื่อสุขภาพ
avec
Mohamed Berté
et
Yao Silvère
."
25-11-2023,Tieu Eric,OLBCI,C'est méchant ça! Il faut te rendre à l'agence principale pour dénoncer tout ça.,prz plan de retraite zenith ou arnaque sgci allianz_ci a la signature du contrat la gestionnaire sans bien explique a presenter le produit comme une epargne qui sera reversee au soir de la retraite signez et je vous remets le document la prochaine prochaine deux jours apres la gestionnaire est mutee la nouvelle gestionnaire semble ne pas sinteressee apres plus de 2 ans de cotisation lon mexplique que sur les 10000frs que lon me prelevait ce qui me revient est 8100frs ok pas de probleme je resilie le contrat reversez moi ce qui doit me revenir lon me dit encore que comme jai pas fait 10 ans de cotisation au moins une penalite de 5 sera appliquee sur ce qui me revient definitivement la encore je dis ok depuis pres de un mois et malgre mes relances vous ne mavez pas encore reverse ce qui doit me revenir allianz_ci vous voulez quoi finalement evitons de nous retrouver dans des situations deplorables,08-08-2025,"Gnamba Corneil QM
recherche
Giffarine เพื่อสุขภาพ
avec
Mohamed Berté
et
Yao Silvère
."
25-11-2023,Général Ttb Chefdeterre,OLBCI,J’ai ce même problème actuellement…comme si c’était moi qui avais écrit ce TEXTE.,prz plan de retraite zenith ou arnaque sgci allianz_ci a la signature du contrat la gestionnaire sans bien explique a presenter le produit comme une epargne qui sera reversee au soir de la retraite signez et je vous remets le document la prochaine prochaine deux jours apres la gestionnaire est mutee la nouvelle gestionnaire semble ne pas sinteressee apres plus de 2 ans de cotisation lon mexplique que sur les 10000frs que lon me prelevait ce qui me revient est 8100frs ok pas de probleme je resilie le contrat reversez moi ce qui doit me revenir lon me dit encore que comme jai pas fait 10 ans de cotisation au moins une penalite de 5 sera appliquee sur ce qui me revient definitivement la encore je dis ok depuis pres de un mois et malgre mes relances vous ne mavez pas encore reverse ce qui doit me revenir allianz_ci vous voulez quoi finalement evitons de nous retrouver dans des situations deplorables,08-08-2025,"Gnamba Corneil QM
recherche
Giffarine เพื่อสุขภาพ
avec
Mohamed Berté
et
Yao Silvère
."
25-11-2023,N'zalasset Koffi Yves,OLBCI,"Il faut créer un grand scandale dans leur banque, ils vont s'atteler",prz plan de retraite zenith ou arnaque sgci allianz_ci a la signature du contrat la gestionnaire sans bien explique a presenter le produit comme une epargne qui sera reversee au soir de la retraite signez et je vous remets le document la prochaine prochaine deux jours apres la gestionnaire est mutee la nouvelle gestionnaire semble ne pas sinteressee apres plus de 2 ans de cotisation lon mexplique que sur les 10000frs que lon me prelevait ce qui me revient est 8100frs ok pas de probleme je resilie le contrat reversez moi ce qui doit me revenir lon me dit encore que comme jai pas fait 10 ans de cotisation au moins une penalite de 5 sera appliquee sur ce qui me revient definitivement la encore je dis ok depuis pres de un mois et malgre mes relances vous ne mavez pas encore reverse ce qui doit me revenir allianz_ci vous voulez quoi finalement evitons de nous retrouver dans des situations deplorables,08-08-2025,"Gnamba Corneil QM
recherche
Giffarine เพื่อสุขภาพ
avec
Mohamed Berté
et
Yao Silvère
."
25-11-2023,Missa Claverie Nadège,OLBCI,"Cette affaire de PRZ! Yako! Mon frère, le problème vient de ton gestionnaire. J'ai résilié le mien en mai 2022 et c'est en février 2023 que je suis rentrée en possession de mes fonds. J'ai dû résilier 4 fois, chaque fois en établissant des déclarations de perte à 2500f chacune sans compter mon transport divo-yamoussoukro. Mon gestionnaire me faisait croire qu'il résiliait et que c'est mon contrat qui se perdait. Il a fini par avouer qu'il ne résiliait pas mais vu mon insistance , il se sentait obligé. Ça, c'était en janvier et c'est en février que j'ai eu mon argent .",prz plan de retraite zenith ou arnaque sgci allianz_ci a la signature du contrat la gestionnaire sans bien explique a presenter le produit comme une epargne qui sera reversee au soir de la retraite signez et je vous remets le document la prochaine prochaine deux jours apres la gestionnaire est mutee la nouvelle gestionnaire semble ne pas sinteressee apres plus de 2 ans de cotisation lon mexplique que sur les 10000frs que lon me prelevait ce qui me revient est 8100frs ok pas de probleme je resilie le contrat reversez moi ce qui doit me revenir lon me dit encore que comme jai pas fait 10 ans de cotisation au moins une penalite de 5 sera appliquee sur ce qui me revient definitivement la encore je dis ok depuis pres de un mois et malgre mes relances vous ne mavez pas encore reverse ce qui doit me revenir allianz_ci vous voulez quoi finalement evitons de nous retrouver dans des situations deplorables,08-08-2025,"Gnamba Corneil QM
recherche
Giffarine เพื่อสุขภาพ
avec
Mohamed Berté
et
Yao Silvère
."
